Date,Open,High,Low,Close,Adj Close,Volume
2019-10-11,1363.699951,1365.599976,1336.550049,1352.599976,1352.599976,7587648
2019-10-14,1364.949951,1364.949951,1350.849976,1358.000000,1358.000000,6123412
2019-10-15,1362.500000,1370.000000,1354.300049,1364.150024,1364.150024,4422075
2019-10-16,1369.900024,1379.650024,1363.699951,1372.349976,1372.349976,8870701
2019-10-17,1375.000000,1399.000000,1372.000000,1396.500000,1396.500000,7332464
2019-10-18,1404.000000,1427.900024,1398.699951,1416.349976,1416.349976,12856410
